0.00000 -69.28532
1.00000 -69.80390
2.00000 -69.88985
3.00000 -69.92187
4.00000 -69.91997
5.00000 -69.92358
6.00000 -70.00529
7.00000 -70.04012
8.00000 -70.13633
9.00000 -69.96186
10.00000 -70.01695
11.00000 -69.98301
12.00000 -70.24564
13.00000 -70.44256
14.00000 -70.15270
15.00000 -69.94425
16.00000 -70.26050
17.00000 -70.03024
18.00000 -70.23083
19.00000 -70.05579
20.00000 -70.68189
21.00000 -70.23107
22.00000 -70.53004
23.00000 -70.16820
24.00000 -70.27136
25.00000 -70.40270
26.00000 -70.06195
27.00000 -70.45586
28.00000 -70.29841
29.00000 -69.87032
30.00000 -70.20419
31.00000 -70.65551
32.00000 -70.33810
33.00000 -70.34579
34.00000 -70.58663
35.00000 -70.13925
36.00000 -70.55740
37.00000 -70.08360
38.00000 -70.12788
39.00000 -70.17785
40.00000 -69.89451
41.00000 -70.41922
42.00000 -70.51038
43.00000 -69.99571
44.00000 -70.81315
45.00000 -69.99612
46.00000 -70.38686
47.00000 -70.11934
48.00000 -70.27923
49.00000 -70.95135
50.00000 -70.43734
51.00000 -70.86531
52.00000 -70.55272
53.00000 -70.73188
54.00000 -70.87298
55.00000 -70.60368
56.00000 -70.33284
57.00000 -70.42567
58.00000 -70.32743
59.00000 -70.51966
60.00000 -70.50365
61.00000 -70.70496
62.00000 -70.55605
63.00000 -70.55698
64.00000 -70.61973
65.00000 -70.62983
66.00000 -70.78968
67.00000 -70.64173
68.00000 -70.76459
69.00000 -70.38488
70.00000 -70.21309
71.00000 -70.22164
72.00000 -71.00167
73.00000 -70.48457
74.00000 -70.78010
75.00000 -70.21609
76.00000 -70.29322
77.00000 -70.26075
78.00000 -70.63907
79.00000 -70.47838
80.00000 -70.25663
81.00000 -70.84145
82.00000 -70.69184
83.00000 -70.70522
84.00000 -70.73770
85.00000 -70.83136
86.00000 -70.48991
87.00000 -70.33610
88.00000 -70.28203
89.00000 -70.45886
90.00000 -70.74269
91.00000 -70.39135
92.00000 -70.14885
93.00000 -70.57762
94.00000 -70.41639
95.00000 -70.57548
96.00000 -70.33187
97.00000 -70.27414
98.00000 -70.69772
99.00000 -70.52362
100.00000 -70.70852
