1 34.79563 -0.43211 -7.79133
2 -72.24864 -1.89736 12.48312
3 20.02653 7.97896 -9.95359
4 13.39601 -10.45375 12.20131
5 -8.28915 3.03568 -1.26976
6 31.72129 20.80260 44.78192
7 -26.43183 -11.42119 -36.05603
8 27.55188 -34.66943 -26.87905
9 -7.68504 15.37900 16.42819
10 -0.97993 -9.19820 -18.20086
11 -2.44977 -2.87019 -4.64937
12 4.72175 39.93543 19.22995
13 -32.03545 -8.15117 5.66384
14 11.09846 -15.60684 -11.94779
15 -4.27295 -4.29655 6.95939
16 20.32052 28.54612 0.87457
17 -5.99323 0.61496 -4.74945
18 -44.26542 10.59259 19.02138
19 1.40433 -6.55041 1.85297
20 1.29283 -1.40911 -36.26331
21 6.90721 -5.23297 24.01816
22 66.91097 -26.25703 -1.60942
23 -8.97606 2.94247 -4.35835
24 -34.85764 24.09201 29.24188
25 -3.12845 -1.35328 -8.46130
26 -34.97059 -2.37802 -20.66847
27 17.24068 -14.89005 -0.63958
28 12.41893 -22.88709 9.16671
29 -0.38782 5.72027 -5.59711
30 5.37750 21.01834 -3.51108
31 -6.46095 -8.58003 4.48118
32 3.86943 4.54657 -18.88288
33 6.09266 14.49031 -7.24017
34 -13.69237 5.27180 4.62215
35 0.24391 4.27406 -15.76308
36 8.97434 -11.26263 14.86618
37 3.41473 -14.17737 5.66790
38 3.10503 7.29964 0.79617
39 2.80207 -14.38279 17.10890
40 -11.53936 1.32556 28.03732
41 20.04387 -6.68983 -22.55398
42 -12.57360 5.96687 -11.60224
43 12.02020 -2.13154 4.64036
44 2.66705 13.70492 10.21945
45 -2.43848 -0.25471 -4.73261
46 9.65993 -26.19197 2.02361
47 -7.05125 -36.68150 -1.24683
48 -4.87200 7.34621 9.13581
49 -17.02428 24.88931 -9.01902
50 0.30767 -1.38617 0.02664
51 20.28150 21.90540 9.16921
52 -8.11439 -5.15103 -4.36631
53 23.70994 -8.76045 6.48887
54 -7.29439 4.41127 1.40468
55 8.81212 26.49619 29.82915
56 -4.03494 -7.21916 -12.23764
57 -32.64316 -27.65128 -6.58738
58 -11.60236 -14.16802 3.90840
59 0.58927 4.99512 12.28264
60 4.38314 4.00886 -24.08155
61 17.73870 -11.90558 -11.41406
62 -1.64702 1.03420 -5.16967
63 -31.07424 -8.08481 -14.13396
64 12.36341 -3.92007 8.26811
65 4.87521 15.63903 54.94165
66 6.18514 -12.93764 -40.25150
67 -30.63584 -19.46480 -13.04029
68 5.49121 4.27911 3.21853
69 65.70765 -54.82929 17.98657
70 -20.82751 59.61656 -0.75251
71 -18.77680 39.73746 -5.95440
72 -14.30643 -23.92345 26.53688
73 62.37619 7.69614 12.71354
74 -1.91974 1.68802 -6.57115
75 -43.79932 15.17251 -42.72607
76 3.06731 -4.09069 -7.61237
77 -2.90291 11.73138 4.84967
78 -11.72178 -39.85144 11.02916
79 10.12776 12.92542 0.18680
80 -12.41767 12.01350 -6.21508
81 1.38434 6.74937 2.36619
82 19.73456 -27.69917 6.91058
83 9.18140 26.73917 -27.34625
84 -5.52780 -2.97582 5.18742
85 -40.82343 12.55767 5.11944
86 20.47682 -9.42817 -2.00698
87 20.28576 11.60457 15.77118
88 -13.84239 -32.84695 -16.50208
89 7.01506 5.66638 3.70370
90 0.62080 1.13674 -4.38486
91 9.07457 13.42129 8.37301
92 -75.90900 -5.65619 -30.76164
93 7.94104 -15.32661 8.99024
94 34.92564 18.72305 35.75568
95 10.44216 3.90079 -15.95001
96 -11.99718 24.90287 -20.55081
97 -8.39652 5.43867 1.82156
98 37.23693 -13.84448 9.51840
99 -8.81742 3.42452 0.21658
100 -14.57324 -13.15220 17.31961
101 16.64987 -8.44366 4.55772
102 -2.20555 4.26397 2.50273
103 -5.39540 -2.32882 -4.76340
104 21.01158 18.20495 -47.44460
105 -8.03739 -20.01264 -12.96691
106 -18.20405 15.03473 51.04010
107 0.31437 -3.33970 4.30714
108 11.04603 3.37408 27.69925
109 16.49824 -3.68558 -11.16220
110 12.34222 -4.84542 -13.34704
111 -33.98383 -43.99940 -67.00616
112 7.22788 23.49121 41.88136
113 -9.59921 32.14339 28.18400
114 5.74714 -9.33440 -0.89366
115 23.10216 7.74093 -1.06499
116 -18.60687 -7.70165 -3.11709
117 11.75443 6.80039 27.52435
118 -12.98488 -11.85784 33.99591
119 7.99857 -9.99296 -48.84918
120 12.77968 9.39464 3.82028
121 -2.80013 4.87009 -2.03557
122 12.66367 -18.99482 5.19509
123 -1.76764 0.26986 -5.86355
124 -54.56287 25.78566 35.54464
125 28.33347 5.33411 5.76380
126 -19.24735 -5.93497 -25.65687
127 4.88661 -7.70619 -5.13251
128 12.33877 -63.80101 -3.82874
129 6.29230 13.60241 -14.47067
130 39.85930 52.23265 -2.17348
131 -2.47335 -5.71684 1.63028
132 -14.46437 16.69853 11.77075
133 -11.27999 10.56341 2.49491
134 -28.74602 -28.21122 15.97867
135 12.51163 0.74333 -0.73751
136 37.92684 -63.82158 -63.66269
137 1.92815 40.47805 48.22645
138 -37.35332 -13.64343 17.53252
139 6.15080 5.46345 -13.98416
140 -33.46107 35.80932 5.67541
141 -14.02465 8.70534 -8.58930
142 12.06993 17.89852 -0.99219
143 -1.89034 0.05170 14.84941
144 34.32678 -7.22399 -22.12186
145 4.81327 -5.41055 1.79569
146 -5.65296 -22.29327 -10.00632
147 -3.51540 10.72098 7.36878
148 9.88667 17.92560 9.32401
149 1.55179 7.40639 -5.15441
150 -24.24900 -20.92320 -2.75808
151 -0.15800 -1.90132 -1.23378
152 -7.64855 -14.20731 -4.55782
153 -0.61013 3.31325 5.26657
154 -39.82898 87.79898 -45.27272
155 -4.25303 -28.82783 33.50087
156 75.40057 -25.22390 -20.36730
157 1.17314 -5.22455 -3.06022
158 -1.49097 -30.61121 39.48160
159 -23.39980 -8.74730 -12.32457
160 26.72900 17.22932 -4.82528
161 -8.19894 1.39831 -0.23741
162 -15.56085 7.29255 -0.97825
163 2.88850 -1.49066 1.03705
164 18.86357 -11.44661 -3.68232
165 13.69327 8.51241 10.77547
166 -41.36539 3.82463 -6.31507
167 18.15593 -0.40440 -5.25847
168 7.14175 19.47305 -13.12779
169 -0.61251 0.36668 -3.39337
170 -25.96825 -1.85061 -30.55438
171 9.39521 -13.77690 26.77180
172 37.85628 4.78144 21.48238
173 -24.13434 6.28931 -2.24232
174 -47.82902 12.01193 0.68531
175 25.30008 -17.55062 -13.81541
176 32.36123 -4.87507 -0.58941
177 -7.02128 21.39902 11.54102
178 -2.88463 -18.99629 1.04083
179 -12.95283 -42.68825 -4.32148
180 1.98766 5.52732 3.28806
181 9.28152 40.01171 -5.16439
