0.00000 -69.28535
2.00000 -71.62367
4.00000 -71.58461
6.00000 -71.93091
8.00000 -72.54031
10.00000 -71.99721
12.00000 -72.33440
14.00000 -72.91734
16.00000 -75.14110
18.00000 -73.86662
20.00000 -73.69257
22.00000 -74.42877
24.00000 -73.08999
26.00000 -73.15534
28.00000 -72.93177
30.00000 -73.51331
32.00000 -72.81460
34.00000 -72.62377
36.00000 -73.69852
38.00000 -74.02074
40.00000 -71.77481
42.00000 -73.23443
44.00000 -73.13440
46.00000 -71.77137
48.00000 -72.86827
50.00000 -76.12512
52.00000 -74.26996
54.00000 -72.03619
56.00000 -73.41208
58.00000 -73.92875
60.00000 -71.00437
62.00000 -72.80713
64.00000 -73.43347
66.00000 -72.99042
68.00000 -73.72825
70.00000 -73.60209
72.00000 -74.00169
74.00000 -72.25858
76.00000 -73.35082
78.00000 -72.79018
80.00000 -74.14738
82.00000 -74.07266
84.00000 -72.89070
86.00000 -72.99109
88.00000 -73.16334
90.00000 -75.35936
92.00000 -71.98951
94.00000 -75.89105
96.00000 -72.30838
98.00000 -74.19648
100.00000 -71.51190
102.00000 -75.31758
104.00000 -74.73620
106.00000 -74.29885
108.00000 -71.81044
110.00000 -72.14702
112.00000 -74.45260
114.00000 -73.67716
116.00000 -74.92599
118.00000 -73.60296
120.00000 -74.16445
122.00000 -73.24696
124.00000 -74.51733
126.00000 -75.43272
128.00000 -74.45221
130.00000 -71.81978
132.00000 -72.89514
134.00000 -76.35972
136.00000 -74.01991
138.00000 -73.13207
140.00000 -75.23488
142.00000 -73.37490
144.00000 -72.38592
146.00000 -74.02939
148.00000 -73.52048
150.00000 -73.70624
152.00000 -72.15778
154.00000 -72.33940
156.00000 -75.28627
158.00000 -75.00856
160.00000 -72.86830
162.00000 -72.87169
164.00000 -74.32682
166.00000 -73.56002
168.00000 -74.22325
170.00000 -73.84645
172.00000 -73.95965
174.00000 -73.19804
176.00000 -73.22213
178.00000 -74.79870
180.00000 -72.35535
182.00000 -75.19770
184.00000 -74.15333
186.00000 -74.10121
188.00000 -74.65329
190.00000 -74.09333
192.00000 -74.29819
194.00000 -73.43155
196.00000 -73.93198
198.00000 -74.94973
200.00000 -74.06989
