1 34.79552 -0.43210 -7.79132
2 -72.24872 -1.89740 12.48325
3 20.02656 7.97898 -9.95363
4 13.39627 -10.45349 12.20075
5 -8.28923 3.03549 -1.26946
6 31.72145 20.80269 44.79683
7 -26.43203 -11.42124 -36.05628
8 27.55213 -34.66976 -26.87906
9 -7.68526 15.37926 16.42809
10 -0.98006 -9.19805 -18.20075
11 -2.44963 -2.87032 -4.64940
12 4.72135 39.93529 19.24408
13 -32.03513 -8.15100 5.66389
14 11.09844 -15.60675 -11.94741
15 -4.27287 -4.29671 6.95912
16 20.32046 28.54612 0.87469
17 -5.99323 0.61496 -4.74946
18 -44.26537 10.59255 19.03562
19 1.40434 -6.55039 1.85299
20 1.29271 -1.40903 -36.26328
21 6.90723 -5.23299 24.01800
22 66.91088 -26.25705 -1.60905
23 -8.97605 2.94248 -4.35845
24 -34.85749 24.09192 29.25613
25 -3.12848 -1.35330 -8.46132
26 -34.97044 -2.37803 -20.66849
27 17.24061 -14.89003 -0.63956
28 12.41867 -22.88674 9.16692
29 -0.38771 5.72023 -5.59714
30 5.37770 21.01815 -3.49687
31 -6.46103 -8.58018 4.48125
32 3.86944 4.54665 -18.88290
33 6.09246 14.49050 -7.24032
34 -13.69235 5.27176 4.62220
35 0.24415 4.27391 -15.76308
36 8.97428 -11.26261 14.86624
37 3.41468 -14.17735 5.68240
38 3.10500 7.29969 0.79618
39 2.80210 -14.38285 17.10888
40 -11.53940 1.32547 28.03728
41 20.04392 -6.68980 -22.55398
42 -12.57366 5.96691 -11.60222
43 12.02019 -2.13156 4.64038
44 2.66711 13.70498 10.23384
45 -2.43851 -0.25464 -4.73264
46 9.65996 -26.19208 2.02363
47 -7.05120 -36.68153 -1.24683
48 -4.87201 7.34620 9.13584
49 -17.02433 24.88935 -9.01903
50 0.30767 -1.38616 0.02663
51 20.28152 21.90540 9.18357
52 -8.11439 -5.15103 -4.36629
53 23.71007 -8.76055 6.48883
54 -7.29454 4.41131 1.40472
55 8.81213 26.49612 29.82911
56 -4.03492 -7.21918 -12.23765
57 -32.64316 -27.65111 -6.57288
58 -11.60240 -14.16804 3.90840
59 0.58941 4.99505 12.28243
60 4.38299 4.00898 -24.08146
61 17.73878 -11.90576 -11.41395
62 -1.64707 1.03424 -5.16964
63 -31.07440 -8.08483 -14.11969
